@relation _tm450

@attribute 6c:aa:b3:37:90:d8 integer
@attribute 6c:aa:b3:77:90:d8 integer
@attribute 6c:aa:b3:39:0b:bc integer
@attribute 6c:aa:b3:79:0b:bc integer
@attribute 6c:aa:b3:37:d1:2c integer
@attribute 6c:aa:b3:38:6a:58 integer
@attribute 6c:aa:b3:78:6a:58 integer
@attribute 6c:aa:b3:77:d1:2c integer
@attribute 6c:aa:b3:37:d1:28 integer
@attribute 6c:aa:b3:38:86:e8 integer
@attribute 6c:aa:b3:39:0b:b8 integer
@attribute 6c:aa:b3:77:d1:28 integer
@attribute 6c:aa:b3:78:86:e8 integer
@attribute 6c:aa:b3:79:0b:b8 integer
@attribute 84:18:3a:2c:6b:88 integer
@attribute 84:18:3a:6c:6b:88 integer
@attribute bc:4d:fb:0b:17:e8 integer
@attribute bc:4d:fb:0b:17:ea integer
@attribute 6c:aa:b3:37:c9:68 integer
@attribute 6c:aa:b3:77:c9:68 integer
@attribute 84:18:3a:2c:1b:c8 integer
@attribute 6c:aa:b3:3a:03:18 integer
@attribute 84:18:3a:6c:1b:c8 integer
@attribute 84:18:3a:29:0e:08 integer
@attribute 6c:aa:b3:ba:03:18 integer
@attribute 6c:aa:b3:39:e1:a8 integer
@attribute 6c:aa:b3:b9:e1:a8 integer
@attribute 6c:aa:b3:7a:03:18 integer
@attribute 6c:aa:b3:79:e1:a8 integer
@attribute 84:94:8c:e2:01:f8 integer
@attribute 84:94:8c:e2:01:fa integer
@attribute e8:fc:af:88:91:78 integer
@attribute 6c:aa:b3:ba:03:1c integer
@attribute 6c:aa:b3:7a:03:1c integer
@attribute 6c:aa:b3:3a:03:1c integer
@attribute 84:9c:a6:ca:83:0f integer
@attribute 02:23:08:60:36:48 integer
@attribute 84:18:3a:2b:f2:e8 integer
@attribute 6c:aa:b3:13:23:f8 integer
@attribute 6c:aa:b3:53:23:f8 integer
@attribute 56:5a:04:09:26:9a integer
@attribute 34:31:c4:0a:ea:d2 integer
@attribute 64:66:b3:78:82:8b integer
@attribute 84:18:3a:29:04:58 integer
@attribute 64:66:b3:78:82:8a integer
@attribute 84:18:3a:69:04:58 integer
@attribute 34:31:c4:eb:da:d2 integer
@attribute 08:96:d7:b2:5f:c8 integer
@attribute 34:81:c4:da:84:ba integer
@attribute 08:96:d7:04:e1:fa integer
@attribute 12:a0:96:f6:ec:b3 integer
@attribute 6c:aa:b3:37:90:dc integer
@attribute 6c:aa:b3:77:90:dc integer
@attribute 84:18:3a:69:0e:08 integer
@attribute c0:25:06:83:b3:df integer

@attribute ROOM {2151,2152,2153,2130,2131,2123,2124,}

@data
64,64,77,78,79,50,50,77,59,75,66,59,74,64,83,83,0,0,84,83,0,81,79,0,0,86,0,0,0,0,0,0,90,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
68,67,82,82,79,44,43,77,46,68,66,46,68,64,83,77,0,0,0,83,78,81,78,0,0,86,0,0,0,0,90,0,90,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
75,74,82,83,62,53,53,63,52,69,76,52,68,0,70,70,0,0,0,0,78,0,78,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
63,64,81,82,64,43,43,64,50,75,0,51,76,0,72,73,0,0,0,0,86,0,85,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
68,69,84,84,69,42,40,69,55,76,76,55,75,75,72,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
85,83,84,84,61,39,39,61,44,67,76,43,65,75,76,74,0,0,0,0,80,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
68,69,83,84,68,40,40,69,52,62,0,51,62,0,70,70,0,0,0,0,84,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
66,66,86,86,62,40,40,63,60,63,0,60,63,0,65,64,0,0,79,79,79,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
73,73,85,84,60,35,34,59,55,62,82,56,62,81,68,68,75,77,79,79,75,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,83,0,0,0,0,0,0,0,0,0,0,0,0,2152
61,60,75,75,60,45,44,59,63,75,68,63,72,67,64,63,75,77,0,0,75,82,77,0,81,0,0,81,0,0,0,0,92,92,93,0,0,0,0,0,0,86,83,0,0,0,0,0,0,0,0,0,0,0,0,2152
74,75,75,75,64,40,39,64,51,54,80,52,55,80,62,64,0,0,83,80,75,82,76,0,81,0,0,81,0,0,85,86,92,92,93,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
65,67,76,76,74,34,34,73,59,58,80,58,54,71,62,64,0,0,83,80,75,83,76,0,83,0,0,82,0,0,85,86,0,0,0,79,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
69,69,82,81,74,43,44,73,58,69,0,58,68,71,64,62,0,0,0,0,0,83,0,0,83,0,0,82,0,0,0,0,0,0,0,79,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
69,69,88,88,74,37,37,73,58,68,73,59,63,76,65,65,75,78,0,0,73,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
61,62,73,73,70,36,38,69,60,58,73,59,58,76,60,60,74,75,0,0,73,0,72,0,0,0,0,0,0,0,0,83,87,86,86,75,87,0,0,0,0,81,82,83,90,85,0,0,0,0,0,0,0,0,0,2152
61,62,85,84,70,51,51,69,54,58,78,56,58,0,73,72,74,75,0,0,80,0,81,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
69,67,86,86,61,49,49,61,48,83,78,47,81,76,0,73,0,0,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
74,73,86,86,66,45,45,67,58,83,78,57,81,76,73,73,0,0,77,79,80,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
74,73,77,77,66,40,42,67,58,77,0,58,77,0,74,73,85,0,77,83,77,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
82,81,77,76,65,42,42,66,53,75,74,54,76,74,71,70,85,0,0,83,77,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
73,73,72,71,68,40,40,67,60,79,74,60,79,74,82,74,0,0,84,84,76,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
69,69,72,71,70,41,40,69,56,79,69,57,78,0,82,74,0,0,78,84,73,88,73,0,88,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
80,78,85,83,65,45,45,69,49,79,79,49,76,81,75,75,0,0,78,78,72,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
74,74,81,80,71,50,50,70,54,82,73,54,82,72,73,69,0,0,78,78,78,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
75,76,89,88,72,51,50,73,57,83,75,57,83,75,69,69,0,0,0,0,83,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
72,72,70,71,70,53,53,69,56,79,68,56,80,69,69,69,86,0,79,77,78,0,78,0,0,0,0,0,0,0,0,0,89,89,89,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
76,75,82,82,71,52,51,71,62,79,73,62,79,74,77,69,86,0,79,77,78,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
74,74,85,87,59,40,41,61,53,80,73,53,79,74,77,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
0,0,0,0,84,53,53,83,69,86,0,69,87,0,76,75,0,85,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
0,0,0,0,88,58,58,88,73,86,0,72,87,0,79,77,0,85,0,0,0,0,0,0,0,0,0,0,0,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
0,0,0,0,88,54,53,88,70,0,0,70,0,0,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,85,87,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
0,0,0,0,84,48,49,85,72,82,0,71,80,0,73,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
87,81,0,0,84,55,55,85,61,82,0,62,80,0,73,75,0,0,0,0,0,0,85,0,0,0,0,0,0,85,85,86,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
81,80,0,0,79,48,48,79,68,86,0,69,0,0,73,0,0,0,0,0,0,0,85,0,0,0,0,0,0,85,85,86,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
81,80,0,0,83,47,47,82,69,72,0,69,74,0,76,77,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,80,0,0,0,76,0,0,0,0,0,0,0,0,2124
0,0,0,0,81,41,41,81,70,78,0,70,81,0,76,77,77,78,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,78,0,0,0,0,0,76,85,0,0,0,76,0,0,0,0,0,0,0,0,2124
0,0,0,0,89,46,46,87,79,77,0,78,76,0,73,71,69,69,0,0,0,0,0,0,0,0,0,0,0,83,0,75,0,0,0,74,0,0,0,0,0,75,78,0,90,0,71,0,0,0,0,0,0,0,0,2124
0,0,0,0,89,36,39,87,71,62,0,72,65,0,62,62,71,72,0,0,0,0,0,0,0,0,0,0,0,76,78,81,0,0,0,74,0,0,0,0,0,82,78,0,90,0,71,0,0,0,0,0,0,0,0,2124
83,82,0,0,76,58,57,76,70,88,0,68,91,0,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130
83,82,0,0,76,52,51,76,61,86,0,61,87,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130
0,0,0,0,75,48,48,76,64,84,0,64,84,0,69,68,0,0,0,0,81,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130
0,0,0,0,82,42,42,82,65,78,0,65,78,0,76,76,87,88,0,0,78,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130
0,0,0,0,78,52,51,81,66,86,0,65,85,0,73,73,87,88,0,84,81,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130
0,0,0,0,79,40,39,79,68,74,0,67,73,0,70,71,0,0,0,84,81,0,79,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130
0,0,0,0,79,40,41,79,69,78,0,69,79,0,82,71,0,0,0,0,84,0,85,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130
82,87,0,0,79,38,38,77,67,74,0,68,75,0,82,63,0,0,0,0,84,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130
82,87,0,0,83,42,42,84,69,81,0,69,81,0,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130
0,0,0,0,81,40,40,81,70,84,0,70,85,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130
0,0,0,0,85,44,44,85,69,68,0,70,69,0,63,64,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130
0,0,0,0,81,43,43,83,82,68,0,74,68,0,70,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130
0,0,0,0,76,40,40,76,65,67,0,66,68,0,62,62,78,0,0,0,0,0,0,0,0,0,0,0,0,85,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130
0,0,91,91,73,42,42,73,67,73,0,67,73,0,69,69,78,0,0,0,0,0,0,0,0,0,0,0,0,85,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130
80,80,91,91,83,49,49,83,69,84,0,69,84,0,69,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131
81,79,0,0,81,44,44,81,65,84,0,66,84,0,70,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131
88,83,0,0,84,47,47,84,72,79,0,72,79,0,75,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131
79,78,0,0,84,46,46,84,70,83,0,70,81,0,72,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131
79,78,0,0,81,49,50,80,73,83,0,73,81,0,70,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131
0,0,0,0,82,53,52,85,73,0,0,73,0,0,69,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131
0,0,0,0,84,47,46,83,71,76,0,68,75,0,66,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131
78,78,92,91,85,58,58,85,73,76,0,74,75,0,76,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131
84,83,92,91,85,57,56,86,78,0,0,80,0,0,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131
81,80,0,0,85,61,60,86,72,84,0,72,83,0,77,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,2131
81,79,0,0,89,61,62,90,79,0,0,79,0,0,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,84,0,0,0,0,0,0,0,0,2123
74,74,0,0,86,60,59,88,74,0,0,75,0,0,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,88,86,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,84,0,0,0,0,0,0,0,0,2123
81,80,0,0,82,58,56,82,76,0,0,80,0,0,79,80,0,0,0,0,0,0,0,0,0,0,0,0,0,84,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,2123
81,80,0,0,84,48,48,84,75,81,0,73,0,0,79,80,0,0,0,0,0,0,0,0,0,0,0,0,0,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,85,85,0,0,0,0,0,0,2123
79,79,0,0,84,47,48,84,70,81,0,70,0,84,74,72,0,81,0,0,0,0,0,0,0,0,0,0,0,87,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,0,0,0,0,0,0,2123
79,79,0,0,85,52,53,85,65,0,0,65,0,84,73,72,0,81,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,2123
0,0,0,0,87,51,51,85,73,81,0,72,0,0,72,70,0,0,0,0,0,0,0,0,0,0,0,0,0,84,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,2123
0,0,0,0,78,50,50,80,69,78,0,68,78,84,74,71,0,0,0,0,0,0,0,0,0,0,0,0,0,84,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,2123
83,85,0,0,83,46,46,83,72,81,0,72,78,84,70,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
82,83,0,0,87,42,42,88,71,76,86,69,76,0,78,76,85,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
82,83,0,0,82,55,54,84,64,80,86,64,81,0,69,70,85,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
75,74,85,85,75,39,39,76,43,66,72,43,67,72,74,75,0,0,75,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
73,73,84,83,63,43,44,66,46,66,79,46,77,79,71,71,0,0,75,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
79,76,88,86,64,43,43,64,49,0,72,51,77,74,78,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
74,74,85,84,63,53,53,63,61,68,76,62,68,76,78,77,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
61,61,85,84,70,43,43,70,52,68,76,51,68,76,0,0,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
67,68,73,73,74,53,54,74,63,77,64,62,78,64,78,0,0,0,0,0,87,87,0,0,74,79,0,75,0,0,0,0,88,88,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
68,69,77,76,75,57,57,75,55,77,70,56,78,70,74,79,0,0,0,0,87,87,0,0,74,79,0,75,0,0,0,0,88,88,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
78,80,88,88,72,44,44,72,47,71,70,48,73,70,66,66,0,0,0,0,78,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
68,67,78,77,75,49,49,74,56,76,69,57,77,68,75,66,0,0,0,0,82,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
61,61,73,74,73,48,48,74,59,80,63,60,80,68,75,0,87,87,0,0,82,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
74,76,85,86,68,41,42,68,56,77,76,56,78,77,61,62,87,87,80,0,82,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
71,76,77,77,76,50,50,73,60,82,65,60,83,66,71,62,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,91,88,88,87,0,0,0,0,0,0,0,0,84,0,85,0,0,0,0,0,0,0,0,0,2151
66,68,77,77,75,50,50,74,58,82,67,58,83,65,69,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,91,90,89,89,0,0,0,0,0,0,0,0,84,0,85,0,0,0,0,0,0,0,0,0,2151
71,72,87,88,74,48,50,73,49,73,67,49,72,65,69,0,0,0,0,0,81,0,83,0,0,0,0,78,0,0,0,0,90,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
76,76,87,88,73,43,44,74,57,81,70,56,81,69,77,77,0,0,0,0,81,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151
76,74,84,85,65,41,41,65,58,61,75,59,62,77,61,64,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
71,71,83,84,64,23,23,63,53,65,76,53,64,75,59,61,0,0,0,0,80,0,70,0,0,0,0,0,0,86,84,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
0,0,92,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
71,69,0,0,70,40,40,71,50,56,75,50,56,74,65,64,0,0,82,83,76,0,75,0,0,0,0,0,0,85,0,85,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
77,78,91,90,70,40,41,70,54,70,80,55,69,79,69,69,0,84,0,0,78,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
70,70,89,90,78,34,34,78,47,58,0,46,58,0,64,79,0,84,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
75,74,92,91,73,38,38,74,49,62,79,49,63,79,68,68,91,85,78,87,0,0,0,0,0,0,0,0,0,87,91,92,0,0,0,84,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
70,70,89,89,0,35,35,0,50,64,79,50,64,79,63,63,91,85,83,81,77,0,78,0,0,0,0,0,0,87,91,90,0,0,0,84,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
83,82,88,87,65,40,41,65,58,69,0,59,69,0,62,61,0,0,83,81,77,0,78,0,0,0,0,0,0,0,0,90,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
72,70,88,87,65,35,35,65,55,58,78,55,59,83,76,68,0,0,0,0,75,0,75,0,0,0,0,0,0,0,0,87,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
74,75,86,87,0,35,35,0,54,58,79,53,59,77,65,65,0,0,0,0,75,0,77,0,0,0,0,0,0,0,0,87,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
69,68,79,79,71,33,34,71,49,62,79,49,63,77,67,67,0,0,0,0,77,0,79,0,0,0,0,0,0,84,0,0,0,0,0,83,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,2152
77,78,90,89,71,42,42,70,52,59,0,54,59,84,61,65,0,92,0,0,79,0,81,0,0,0,0,0,0,87,91,0,0,0,0,81,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,2152
71,74,90,89,71,34,34,70,52,55,0,52,54,84,64,65,77,79,0,0,87,0,87,0,0,0,0,0,0,84,83,0,0,0,0,76,0,0,0,0,0,78,91,0,0,0,0,0,0,0,0,0,0,0,0,2152
79,78,0,0,55,49,49,55,57,78,85,57,77,84,74,74,77,79,0,0,87,0,87,0,0,0,0,0,0,84,83,0,0,0,0,76,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
79,78,0,0,55,53,53,55,54,78,85,56,77,84,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
79,79,0,0,65,53,52,65,56,83,0,56,83,0,73,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
68,68,0,0,68,42,44,68,52,79,0,53,80,0,67,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
80,81,0,0,65,52,52,66,49,83,74,50,80,74,75,74,0,0,82,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
72,72,0,0,73,45,44,72,48,83,74,48,0,74,69,70,0,0,73,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
76,76,0,0,73,45,58,72,46,0,0,45,0,0,82,70,0,0,71,65,69,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
74,75,92,91,67,49,49,67,50,81,76,51,80,76,71,0,0,85,82,83,69,0,79,0,0,0,0,0,0,0,0,80,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
65,65,92,91,72,45,44,73,54,81,68,56,80,67,74,75,0,85,82,82,0,0,79,0,0,0,0,0,0,0,86,80,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153
75,76,84,84,72,52,52,71,62,79,68,63,79,67,76,84,86,86,82,82,0,0,81,0,0,0,0,0,0,85,88,0,0,0,0,86,86,0,0,0,0,85,93,0,0,0,0,0,0,0,0,0,0,0,0,2153
